item_id,order_id,product_id,qty,promotion_id,cost
2247,207,7,1,NULL,19
2248,207,9,6,NULL,120
2249,207,14,5,NULL,90
2250,207,17,10,NULL,190
2251,207,16,7,NULL,126
2252,207,12,9,NULL,171
2253,207,15,3,NULL,60
2254,207,8,1,NULL,7
2255,207,11,8,NULL,56
2256,207,10,2,NULL,20
2257,207,8,2,NULL,40
2258,207,15,3,NULL,39
2259,207,4,5,NULL,100
2260,207,19,7,NULL,77
2261,207,14,8,NULL,48
2262,207,10,4,NULL,28
2263,207,3,1,NULL,14
2264,207,8,1,NULL,19
2265,207,20,5,NULL,35
2266,207,8,4,NULL,24
2267,207,7,4,NULL,24
2268,207,4,2,NULL,28
2269,207,18,9,NULL,81
2270,207,3,8,NULL,152
2271,207,8,8,NULL,64
2272,207,1,3,NULL,21
2273,207,10,4,NULL,56
2274,207,18,9,NULL,126
2275,207,3,6,NULL,96
2276,207,10,8,NULL,48
2277,207,6,5,NULL,45
2278,207,10,8,NULL,96
2279,207,3,8,NULL,112
2280,207,20,2,NULL,12
2281,207,3,6,NULL,90
2282,207,2,10,NULL,200
2283,207,14,5,NULL,40
2284,207,7,1,NULL,18
2285,207,17,10,NULL,200
2286,207,3,4,NULL,60
2287,207,20,6,NULL,54
2288,207,7,4,NULL,48
2289,207,13,9,NULL,63
2290,207,12,4,NULL,60
2291,207,2,3,NULL,42
2292,207,8,3,NULL,24
2293,207,20,1,NULL,16
2294,207,7,10,NULL,50
2295,207,16,3,NULL,57
2296,207,9,7,NULL,140
2297,207,15,2,NULL,22
2298,207,10,3,NULL,33
2299,207,11,6,NULL,102
2300,207,10,3,NULL,48
2301,207,12,9,NULL,63
2302,207,10,5,NULL,60
2303,207,17,10,NULL,100
2304,207,18,2,NULL,34
2305,207,10,3,NULL,39
2306,207,1,2,NULL,20
2307,207,14,1,NULL,14
2308,207,20,7,NULL,35
2309,207,11,8,NULL,128
2310,207,12,2,NULL,12
2311,207,14,1,NULL,9
2312,207,20,9,NULL,108
2313,207,19,3,NULL,45
2314,207,3,7,NULL,112
2315,207,1,5,NULL,35
2316,207,7,9,NULL,180
2317,207,1,3,NULL,27
2318,207,19,8,NULL,104
2319,207,16,1,NULL,16
2320,207,6,6,NULL,114
2321,207,16,2,NULL,38
2322,207,16,2,NULL,22
2323,207,3,4,NULL,72
2324,207,5,5,NULL,100
2325,207,19,6,NULL,60
2326,207,8,1,NULL,12
2327,207,5,1,NULL,17
2328,207,3,8,NULL,64
2329,207,15,5,NULL,95
2330,207,4,2,NULL,12
2331,207,20,6,NULL,78
2332,207,14,5,NULL,50
2333,207,16,7,NULL,98
2334,207,2,10,NULL,200
2335,207,11,6,NULL,90
2336,207,10,10,NULL,120
2337,207,2,5,NULL,90
2338,207,15,10,NULL,60
2339,207,12,9,NULL,117
2340,207,13,6,NULL,114
2341,207,5,10,NULL,100
2342,207,7,5,NULL,65
2343,207,8,3,NULL,33
2344,207,15,1,NULL,8
2345,207,15,2,NULL,30
2346,207,3,1,NULL,9
2347,207,9,2,NULL,24
2348,207,2,3,NULL,15
2349,207,15,5,NULL,100
2350,207,7,7,NULL,140
2351,207,4,3,NULL,60
2352,207,14,1,NULL,17
2353,207,11,6,NULL,90
2354,207,13,7,NULL,63
2355,207,19,8,NULL,120
2356,207,20,8,NULL,136
2357,207,2,6,NULL,108
2358,207,3,8,NULL,144
2359,207,5,4,NULL,36
2360,207,5,2,NULL,40
2361,207,5,2,NULL,38
2362,207,8,3,NULL,48
2363,207,19,10,NULL,140
2364,207,13,2,NULL,28
2365,207,12,3,NULL,39
2366,207,19,3,NULL,18
2367,207,9,2,NULL,32
2368,207,9,9,NULL,108
2369,207,16,7,NULL,133
2370,207,17,10,NULL,110
2371,207,20,8,NULL,72
2372,207,18,7,NULL,84
2373,207,14,5,NULL,40
2374,207,18,3,NULL,45
2375,207,12,7,NULL,112
2376,207,16,6,NULL,114
2377,207,8,3,NULL,27
2378,207,18,6,NULL,36
2379,207,13,4,NULL,28
2380,207,12,3,NULL,45
2381,207,16,6,NULL,30
2382,207,18,7,NULL,91
2383,207,18,5,NULL,45
2384,207,3,1,NULL,10
2385,207,16,10,NULL,180
2386,207,1,6,NULL,78
2387,207,18,7,NULL,133
2388,207,3,8,NULL,120
2389,207,7,10,NULL,60
2390,207,9,6,NULL,84
2391,207,5,1,NULL,7
2392,207,2,4,NULL,80
2393,207,19,3,NULL,39
2394,207,17,3,NULL,21
2395,207,18,5,NULL,65
2396,207,16,1,NULL,10
2397,207,11,4,NULL,64
2398,207,4,9,NULL,45
2399,207,4,9,NULL,45
2400,207,7,4,NULL,40
2401,207,10,6,NULL,114
2402,207,10,3,NULL,57
2403,207,15,1,NULL,10
2404,207,1,2,NULL,34
2405,207,8,2,NULL,38
2406,207,4,1,NULL,16
2407,207,3,7,NULL,35
2408,207,9,5,NULL,30
2409,207,16,6,NULL,36
2410,207,10,3,NULL,27
2411,207,13,7,NULL,42
2412,207,14,1,NULL,12
2413,207,11,6,NULL,78
2414,207,16,2,NULL,32
2415,207,11,3,NULL,42
2416,207,4,4,NULL,80
2417,207,14,8,NULL,72
2418,207,12,7,NULL,77
2419,207,9,7,NULL,119
2420,207,4,1,NULL,16
2421,207,19,5,NULL,75
2422,207,2,10,NULL,130
2423,207,6,5,NULL,45
2424,207,7,6,NULL,96
2425,207,16,1,NULL,8
2426,207,5,7,NULL,56
2427,207,14,10,NULL,110
2428,207,14,8,NULL,120
2429,207,11,9,NULL,108
2430,207,11,5,NULL,35
2431,207,11,3,NULL,24
2432,207,18,3,NULL,24
2433,207,12,1,NULL,12
2434,207,1,2,NULL,34
2435,207,15,3,NULL,33
2436,207,15,4,NULL,36
2437,207,5,3,NULL,51
2438,207,8,10,NULL,60
2439,207,3,4,NULL,48
2440,207,15,7,NULL,119
2441,207,4,6,NULL,114
2442,207,13,2,NULL,30
2443,207,4,3,NULL,24
2444,207,1,10,NULL,70
2445,207,12,4,NULL,68
2446,207,12,7,NULL,84
2447,207,2,3,NULL,30
2448,207,13,1,NULL,20
2449,207,3,1,NULL,14
2450,207,7,3,NULL,18
2451,207,11,2,NULL,26
2452,207,13,6,NULL,84
2453,207,12,2,NULL,18
2454,207,6,3,NULL,36
2455,207,11,1,NULL,6
2456,207,19,10,NULL,170
2457,207,15,3,NULL,30
2458,207,16,2,NULL,40
2459,207,13,8,NULL,120
2460,207,18,4,NULL,48
2461,207,8,1,NULL,17
2462,207,3,2,NULL,30
2463,207,17,10,NULL,90
2464,207,19,6,NULL,48
2465,207,5,6,NULL,108
2466,207,4,3,NULL,18
2467,207,17,8,NULL,152
2468,207,9,5,NULL,85
2469,208,15,5,NULL,45
2470,209,11,3,NULL,48
2471,210,16,4,NULL,52
2472,211,2,2,NULL,32
2473,211,4,4,NULL,76
2474,211,13,6,NULL,96
2475,211,15,8,NULL,136
2476,211,15,8,NULL,48
2477,211,3,9,NULL,171
2478,211,9,7,NULL,126
2479,211,12,5,NULL,85
2480,212,16,3,NULL,21
2481,212,19,2,NULL,32
2482,212,10,8,NULL,40
2483,212,20,2,NULL,40
2484,212,10,6,NULL,66
2485,212,11,7,NULL,49
2486,212,11,8,NULL,128
2487,212,8,9,NULL,126
2488,213,4,2,NULL,38
2489,213,20,2,NULL,12
2490,213,13,5,NULL,95
2491,213,19,2,NULL,40
2492,213,10,3,NULL,24
2493,213,14,7,NULL,140
2494,214,2,1,NULL,5
2495,214,7,8,NULL,152
2496,214,5,1,NULL,11
2497,214,19,3,NULL,30
2498,214,6,9,NULL,72
2499,214,18,10,NULL,90
2500,214,13,8,NULL,120
2501,214,13,8,NULL,64
2502,214,17,6,NULL,78
2503,215,7,4,NULL,24
2504,215,18,1,NULL,14
2505,215,16,6,NULL,90
2506,215,5,10,NULL,60
2507,215,6,7,NULL,98
2508,215,10,6,NULL,54
2509,215,3,5,NULL,35
2510,215,9,9,NULL,135
2511,215,14,5,NULL,30
2512,215,13,6,NULL,96
2513,216,9,3,NULL,18
2514,216,20,7,NULL,35
2515,217,12,10,NULL,150
2516,218,8,5,NULL,35
2517,218,4,6,NULL,54
2518,218,12,8,NULL,112
2519,218,9,7,NULL,49
2520,218,12,4,NULL,80
2521,218,14,3,NULL,39
2522,219,10,2,NULL,36
2523,220,8,1,NULL,18
2524,221,2,1,NULL,19
2525,222,16,7,NULL,140
2526,223,14,5,NULL,85
2527,224,5,10,NULL,200
2528,225,16,2,NULL,14
2529,226,5,1,NULL,8
2530,227,10,5,NULL,90
2531,228,14,1,NULL,13
2532,229,6,5,NULL,30
2533,230,1,10,NULL,150
2534,231,17,7,NULL,119
2535,232,17,9,NULL,108
2536,233,19,5,NULL,80
2537,234,18,4,NULL,32
2538,235,10,10,NULL,60
2539,236,11,2,NULL,12
2540,236,8,4,NULL,60
2541,236,9,3,NULL,42
2542,236,7,7,NULL,119
2543,236,5,10,NULL,70
2544,236,14,10,NULL,200
2545,236,4,10,NULL,110
2546,236,9,6,NULL,102
2547,236,17,6,NULL,84
2548,236,10,6,NULL,120
2549,236,6,9,NULL,108
2550,236,10,1,NULL,5
2551,236,8,1,NULL,11
2552,236,14,2,NULL,18
2553,236,12,6,NULL,30
2554,236,11,4,NULL,36
2555,236,11,9,NULL,180
2556,236,5,4,NULL,68
2557,236,8,4,NULL,76
2558,236,11,7,NULL,98
2559,236,14,8,NULL,96
2560,236,7,7,NULL,112
2561,236,11,5,NULL,95
2562,236,18,5,NULL,100
2563,236,10,7,NULL,133
2564,237,9,7,NULL,84
2565,237,5,4,NULL,44
2566,237,6,10,NULL,50
2567,237,13,6,NULL,54
2568,237,19,9,NULL,54
2569,237,10,10,NULL,100
2570,237,19,3,NULL,33
2571,237,16,1,NULL,15
2572,237,15,5,NULL,75
2573,237,15,2,NULL,10
2574,237,8,3,NULL,48
2575,237,6,9,NULL,153
2576,237,20,5,NULL,60
2577,237,20,5,NULL,25
2578,237,1,9,NULL,144
2579,237,6,1,NULL,10
2580,237,3,9,NULL,108
2581,237,13,9,NULL,81
2582,237,7,4,NULL,68
2583,237,13,4,NULL,44
2584,237,7,3,NULL,21
2585,237,5,3,NULL,18
2586,237,19,8,NULL,136
2587,237,14,3,NULL,27
2588,237,18,6,NULL,84
2589,237,9,8,NULL,80
2590,237,19,7,NULL,49
2591,237,16,2,NULL,10
2592,237,2,10,NULL,160
2593,237,20,1,NULL,8
2594,237,17,8,NULL,136
2595,237,11,6,NULL,54
2596,237,14,10,NULL,80
2597,237,2,10,NULL,180
2598,237,3,6,NULL,90
2599,237,8,1,NULL,19
2600,237,7,2,NULL,10
2601,237,10,9,NULL,180
2602,237,13,6,NULL,120
2603,237,15,1,NULL,12
2604,237,7,9,NULL,162
2605,237,19,4,NULL,40
2606,237,14,1,NULL,15
2607,237,3,10,NULL,160
2608,237,14,1,NULL,15
2609,237,20,9,NULL,81
2610,237,7,4,NULL,56
2611,237,16,8,NULL,144
2612,237,16,8,NULL,40
2613,237,8,8,NULL,128
2614,237,17,2,NULL,18
2615,237,6,10,NULL,90
2616,237,8,7,NULL,140
2617,237,20,6,NULL,30
2618,237,18,4,NULL,48
2619,237,10,7,NULL,42
2620,237,11,5,NULL,55
2621,237,3,9,NULL,63
2622,237,13,3,NULL,36
2623,237,14,2,NULL,38
2624,237,2,2,NULL,40
2625,237,10,4,NULL,28
2626,237,2,6,NULL,102
2627,237,2,5,NULL,80
2628,237,18,4,NULL,24
2629,237,19,8,NULL,40
2630,237,20,5,NULL,55
2631,237,1,2,NULL,36
2632,237,4,1,NULL,16
2633,237,13,6,NULL,42
2634,237,14,9,NULL,144
2635,237,18,5,NULL,30
2636,237,4,2,NULL,40
2637,237,1,3,NULL,36
2638,237,3,7,NULL,77
2639,237,9,9,NULL,45
2640,237,14,9,NULL,117
2641,237,14,6,NULL,78
2642,237,7,4,NULL,44
2643,237,4,8,NULL,144
2644,237,5,9,NULL,162
2645,237,7,9,NULL,144
2646,237,10,2,NULL,34
2647,237,5,8,NULL,112
2648,237,12,3,NULL,57
2649,237,11,10,NULL,160
2650,237,10,9,NULL,135
2651,237,8,1,NULL,16
2652,237,5,5,NULL,60
2653,237,14,10,NULL,100
2654,237,9,1,NULL,15
2655,237,1,2,NULL,24
2656,237,6,1,NULL,5
2657,237,13,4,NULL,76
2658,237,6,4,NULL,48
2659,237,10,9,NULL,99
2660,237,3,7,NULL,77
2661,237,20,8,NULL,96
2662,237,17,2,NULL,26
2663,237,6,6,NULL,114
2664,237,5,6,NULL,108
2665,237,13,7,NULL,77
2666,237,16,6,NULL,78
2667,237,14,5,NULL,25
2668,237,8,7,NULL,56
2669,237,11,6,NULL,36
2670,237,7,9,NULL,90
2671,237,6,9,NULL,108
2672,237,15,9,NULL,162
2673,237,18,10,NULL,200
2674,237,8,5,NULL,30
2675,237,9,9,NULL,117
2676,237,18,9,NULL,99
2677,237,4,10,NULL,70
2678,237,4,10,NULL,50
2679,237,8,2,NULL,40
2680,237,10,5,NULL,80
2681,237,8,10,NULL,170
2682,237,13,10,NULL,180
2683,237,3,4,NULL,68
2684,237,20,10,NULL,180
2685,237,16,2,NULL,30
2686,237,11,6,NULL,90
2687,237,3,10,NULL,160
2688,237,5,4,NULL,56
2689,237,12,3,NULL,39
2690,237,9,1,NULL,15
2691,237,9,3,NULL,42
2692,237,17,4,NULL,44
2693,237,9,3,NULL,42
2694,237,1,9,NULL,81
2695,237,11,2,NULL,18
2696,237,5,5,NULL,45
2697,237,18,2,NULL,14
2698,237,11,6,NULL,36
2699,237,2,4,NULL,76
2700,237,4,6,NULL,84
2701,237,16,1,NULL,9
2702,237,4,4,NULL,72
2703,237,16,2,NULL,30
2704,237,17,6,NULL,72
2705,237,2,2,NULL,40
2706,237,19,6,NULL,114
2707,237,16,1,NULL,5
2708,237,7,1,NULL,8
2709,237,4,1,NULL,19
2710,237,6,6,NULL,108
2711,237,18,8,NULL,136
2712,237,14,8,NULL,144
2713,237,4,9,NULL,126
2714,237,4,4,NULL,64
2715,237,3,4,NULL,36
2716,237,4,10,NULL,150
2717,237,3,7,NULL,105
2718,237,10,9,NULL,90
2719,237,7,2,NULL,28
2720,237,12,3,NULL,15
2721,237,13,8,NULL,72
2722,237,8,2,NULL,18
2723,237,8,7,NULL,91
2724,237,19,10,NULL,140
2725,237,19,2,NULL,20
2726,237,11,7,NULL,126
2727,237,19,1,NULL,20
2728,237,15,8,NULL,96
2729,237,14,7,NULL,98
2730,237,1,4,NULL,56
2731,237,19,7,NULL,63
2732,237,11,6,NULL,36
2733,237,2,4,NULL,76
2734,237,9,5,NULL,85
2735,237,3,5,NULL,95
2736,237,18,7,NULL,91
2737,237,10,10,NULL,180
2738,237,20,7,NULL,35
2739,237,10,5,NULL,75
2740,237,4,6,NULL,72
2741,237,19,4,NULL,72
2742,237,2,9,NULL,180
2743,237,15,8,NULL,56
2744,237,15,8,NULL,128
2745,237,10,9,NULL,54
2746,237,7,5,NULL,50
2747,237,13,1,NULL,19
2748,237,7,10,NULL,180
2749,237,16,6,NULL,102
2750,237,18,2,NULL,18
2751,237,12,8,NULL,88
2752,237,18,4,NULL,68
2753,237,17,6,NULL,96
2754,237,12,9,NULL,171
2755,237,2,7,NULL,56
2756,237,14,10,NULL,60
2757,237,20,7,NULL,70
2758,237,15,2,NULL,24
2759,237,20,6,NULL,60
2760,237,6,8,NULL,120
2761,237,13,7,NULL,70
2762,237,16,8,NULL,56
2763,237,13,7,NULL,105
2764,237,17,7,NULL,98
2765,237,12,8,NULL,40
2766,237,1,10,NULL,90
2767,237,12,4,NULL,20
2768,237,1,7,NULL,35
2769,237,8,4,NULL,48
2770,237,8,3,NULL,30
2771,237,19,10,NULL,180
2772,237,10,1,NULL,6
2773,237,17,8,NULL,56
2774,237,4,5,NULL,70
2775,237,7,6,NULL,42
2776,237,16,8,NULL,144
2777,237,2,3,NULL,24
2778,237,2,1,NULL,5
2779,237,10,7,NULL,98
2780,237,17,6,NULL,90
2781,237,2,5,NULL,45
2782,237,11,5,NULL,45
2783,237,6,5,NULL,70
2784,237,11,9,NULL,45
2785,237,8,1,NULL,19
2786,237,13,6,NULL,30
2787,237,8,7,NULL,84
2788,237,17,9,NULL,126
2789,237,18,9,NULL,180
2790,237,2,7,NULL,105
2791,237,6,2,NULL,36
2792,237,5,4,NULL,48
2793,237,13,10,NULL,160
2794,237,4,5,NULL,70
2795,237,11,4,NULL,68
2796,237,3,4,NULL,80
2797,237,16,1,NULL,10
2798,237,2,2,NULL,16
2799,237,2,7,NULL,35
2800,237,3,10,NULL,140
2801,237,8,7,NULL,35
2802,237,16,4,NULL,60
2803,237,17,3,NULL,33
2804,237,11,3,NULL,27
2805,237,12,4,NULL,76
2806,237,4,8,NULL,80
2807,237,6,9,NULL,153
2808,237,8,8,NULL,152
2809,237,15,1,NULL,18
2810,237,3,2,NULL,24
2811,237,17,2,NULL,32
2812,237,17,2,NULL,32
2813,237,3,10,NULL,190
2814,237,8,2,NULL,16
2815,237,16,3,NULL,54
2816,237,5,2,NULL,34
2817,237,12,6,NULL,108
2818,237,1,10,NULL,120
2819,237,10,2,NULL,22
2820,237,12,5,NULL,55
2821,237,5,8,NULL,120
2822,238,18,9,NULL,135
2823,239,8,2,NULL,22
2824,240,15,1,NULL,12
2825,241,18,7,NULL,91
2826,241,16,4,NULL,32
2827,241,9,5,NULL,85
2828,241,13,1,NULL,7
2829,241,10,7,NULL,126
2830,241,13,8,NULL,152
2831,241,5,3,NULL,33
2832,241,9,9,NULL,45
2833,242,20,3,NULL,30
2834,242,15,8,NULL,96
2835,242,8,9,NULL,144
2836,242,17,3,NULL,36
2837,242,13,5,NULL,80
2838,242,10,4,NULL,20
2839,242,7,10,NULL,170
2840,242,17,10,NULL,60
2841,243,11,9,NULL,72
2842,243,5,3,NULL,24
2843,243,7,7,NULL,84
2844,243,5,5,NULL,50
2845,243,2,6,NULL,36
2846,243,12,8,NULL,104
2847,244,15,3,NULL,57
2848,244,4,5,NULL,35
2849,244,7,8,NULL,120
2850,244,9,2,NULL,28
2851,244,17,3,NULL,42
2852,244,8,1,NULL,5
2853,244,7,7,NULL,56
2854,244,12,6,NULL,90
2855,244,2,7,NULL,112
2856,245,15,9,NULL,171
2857,245,17,3,NULL,24
2858,245,15,6,NULL,120
2859,245,6,9,NULL,117
2860,245,5,8,NULL,64
2861,245,19,7,NULL,63
2862,245,16,5,NULL,95
2863,245,3,7,NULL,105
2864,245,20,7,NULL,133
2865,245,13,5,NULL,100
2866,246,18,10,NULL,50
2867,246,16,2,NULL,32
2868,247,7,1,NULL,11
2869,248,18,3,NULL,54
2870,248,20,10,NULL,110
2871,248,8,8,NULL,104
2872,248,1,4,NULL,48
2873,248,17,5,NULL,90
2874,248,5,8,NULL,152
2875,249,8,6,NULL,30
2876,250,4,5,NULL,90
2877,251,18,10,NULL,180
2878,252,8,8,NULL,64
2879,253,8,7,NULL,105
2880,254,19,5,NULL,45
2881,255,6,3,NULL,24
2882,256,15,3,NULL,57
2883,257,19,4,NULL,60
2884,258,8,2,NULL,32
2885,259,8,7,NULL,42
2886,260,1,3,NULL,18
2887,261,9,4,NULL,60
2888,262,6,1,NULL,13
2889,263,9,2,NULL,10
2890,264,15,8,NULL,128
2891,265,6,10,NULL,150
2892,266,17,2,NULL,20
2893,266,5,2,NULL,32
2894,266,17,8,NULL,80
2895,266,10,5,NULL,95
2896,266,4,2,NULL,14
2897,266,9,1,NULL,17
2898,266,11,2,NULL,34
2899,266,20,10,NULL,50
2900,266,2,5,NULL,50
2901,266,19,9,NULL,54
2902,266,4,10,NULL,90
2903,266,5,3,NULL,51
2904,266,8,5,NULL,45
2905,266,2,1,NULL,16
2906,266,10,2,NULL,22
2907,266,7,6,NULL,54
2908,266,15,3,NULL,42
2909,266,17,6,NULL,36
2910,266,16,8,NULL,136
2911,266,7,5,NULL,25
2912,266,6,6,NULL,84
2913,266,2,2,NULL,12
2914,266,19,6,NULL,78
2915,266,11,4,NULL,48
2916,266,18,4,NULL,72
2917,267,17,8,NULL,160
2918,267,20,9,NULL,99
2919,267,19,8,NULL,136
2920,267,3,3,NULL,36
2921,267,9,10,NULL,160
2922,267,13,6,NULL,54
2923,267,4,10,NULL,120
2924,267,13,1,NULL,11
2925,267,15,7,NULL,49
2926,267,16,9,NULL,63
2927,267,11,5,NULL,65
2928,267,15,4,NULL,52
2929,267,20,6,NULL,66
2930,267,6,4,NULL,64
2931,267,14,6,NULL,84
2932,267,18,8,NULL,40
2933,267,8,1,NULL,14
2934,267,2,5,NULL,40
2935,267,19,8,NULL,48
2936,267,15,5,NULL,45
2937,267,6,8,NULL,144
2938,267,14,6,NULL,78
2939,267,16,2,NULL,24
2940,267,13,1,NULL,15
2941,267,6,4,NULL,40
2942,267,18,8,NULL,136
2943,267,6,6,NULL,66
2944,267,3,7,NULL,42
2945,267,14,4,NULL,32
2946,267,5,9,NULL,144
2947,267,11,5,NULL,25
2948,267,14,3,NULL,36
2949,267,18,10,NULL,180
2950,267,14,5,NULL,90
2951,267,13,4,NULL,48
2952,267,3,5,NULL,55
2953,267,20,6,NULL,78
2954,267,7,6,NULL,30
2955,267,4,6,NULL,90
2956,267,12,1,NULL,7
2957,267,10,6,NULL,114
2958,267,6,10,NULL,80
2959,267,9,2,NULL,16
2960,267,4,3,NULL,45
2961,267,2,4,NULL,48
2962,267,3,3,NULL,30
2963,267,12,7,NULL,140
2964,267,20,6,NULL,66
2965,267,4,6,NULL,102
2966,267,5,4,NULL,24
2967,267,2,7,NULL,140
2968,267,17,8,NULL,88
2969,267,9,7,NULL,105
2970,267,17,7,NULL,35
2971,267,20,2,NULL,28
2972,267,10,2,NULL,16
2973,267,20,9,NULL,99
2974,267,12,4,NULL,48
2975,267,15,7,NULL,77
2976,267,2,4,NULL,20
2977,267,20,7,NULL,98
2978,267,4,6,NULL,84
2979,267,1,7,NULL,119
2980,267,6,6,NULL,42
2981,267,11,2,NULL,12
2982,267,16,10,NULL,60
2983,267,20,9,NULL,45
2984,267,13,3,NULL,57
2985,267,9,6,NULL,114
2986,267,11,2,NULL,34
2987,267,14,7,NULL,140
2988,267,8,1,NULL,16
2989,267,18,5,NULL,90
2990,267,20,7,NULL,49
2991,267,10,6,NULL,72
2992,267,5,8,NULL,104
2993,267,3,2,NULL,22
2994,267,1,6,NULL,96
2995,267,8,9,NULL,45
2996,267,5,2,NULL,30
2997,267,19,5,NULL,60
2998,267,8,2,NULL,38
2999,267,14,1,NULL,8
3000,267,2,4,NULL,44
3001,267,14,1,NULL,16
3002,267,19,2,NULL,38
3003,267,5,1,NULL,19
3004,267,12,3,NULL,21
3005,267,5,9,NULL,126
3006,267,19,8,NULL,120
3007,267,12,5,NULL,60
3008,267,11,4,NULL,28
3009,267,13,4,NULL,32
3010,267,14,5,NULL,85
3011,267,14,4,NULL,60
3012,267,12,4,NULL,40
3013,267,15,10,NULL,150
3014,267,14,8,NULL,96
3015,267,19,6,NULL,114
3016,267,6,4,NULL,80
3017,267,19,10,NULL,160
3018,267,6,9,NULL,99
3019,267,14,4,NULL,44
3020,267,17,2,NULL,20
3021,267,12,7,NULL,77
3022,267,1,10,NULL,180
3023,267,11,10,NULL,140
3024,267,18,1,NULL,16
3025,267,6,5,NULL,65
3026,267,11,9,NULL,153
3027,267,19,3,NULL,57
3028,267,4,5,NULL,35
3029,267,8,1,NULL,9
3030,267,9,8,NULL,72
3031,267,11,4,NULL,40
3032,267,8,9,NULL,126
3033,267,8,5,NULL,70
3034,267,4,7,NULL,119
3035,267,2,1,NULL,6
3036,267,13,9,NULL,153
3037,267,17,8,NULL,88
3038,267,10,7,NULL,112
3039,267,13,9,NULL,108
3040,267,13,1,NULL,6
3041,267,2,9,NULL,45
3042,267,17,9,NULL,63
3043,267,5,8,NULL,144
3044,267,10,5,NULL,90
3045,267,12,4,NULL,76
3046,267,13,10,NULL,200
3047,267,3,6,NULL,36
3048,267,1,3,NULL,42
3049,267,19,7,NULL,112
3050,267,9,3,NULL,30
3051,267,19,2,NULL,18
3052,267,11,1,NULL,19
3053,267,18,8,NULL,104
3054,267,4,6,NULL,72
3055,267,5,10,NULL,200
3056,267,13,1,NULL,11
3057,267,16,8,NULL,48
3058,267,19,3,NULL,18
3059,267,17,9,NULL,108
3060,267,16,5,NULL,30
3061,267,15,8,NULL,72
3062,267,18,6,NULL,42
3063,267,19,4,NULL,28
3064,267,18,1,NULL,17
3065,267,5,6,NULL,30
3066,267,3,6,NULL,30
3067,267,1,2,NULL,30
3068,267,5,3,NULL,57
3069,267,2,10,NULL,150
3070,267,20,6,NULL,96
3071,267,19,4,NULL,24
3072,267,2,5,NULL,25
3073,267,7,1,NULL,11
3074,267,17,10,NULL,60
3075,267,7,4,NULL,48
3076,267,11,5,NULL,25
3077,267,15,9,NULL,99
3078,267,14,4,NULL,56
3079,267,12,10,NULL,180
3080,267,4,4,NULL,72
3081,267,14,8,NULL,88
3082,267,9,10,NULL,150
3083,267,8,5,NULL,55
3084,267,9,8,NULL,160
3085,267,17,6,NULL,60
3086,267,19,6,NULL,84
3087,267,6,10,NULL,190
3088,267,16,2,NULL,40
3089,267,9,1,NULL,13
3090,267,18,6,NULL,36
3091,267,13,2,NULL,28
3092,267,13,4,NULL,32
3093,267,4,3,NULL,27
3094,267,16,1,NULL,10
3095,267,6,9,NULL,126
3096,267,19,4,NULL,28
3097,267,13,5,NULL,95
3098,267,2,5,NULL,70
3099,267,17,5,NULL,35
3100,267,14,8,NULL,96
3101,267,18,8,NULL,144
3102,267,1,3,NULL,57
3103,267,15,9,NULL,153
3104,267,10,4,NULL,36
3105,267,6,6,NULL,90
3106,267,8,8,NULL,120
3107,267,14,6,NULL,114
3108,267,18,3,NULL,57
3109,267,1,10,NULL,130
3110,267,15,10,NULL,130
3111,267,1,9,NULL,90
3112,267,20,3,NULL,45
3113,267,4,3,NULL,39
3114,267,15,4,NULL,52
3115,267,5,5,NULL,90
3116,267,2,8,NULL,80
3117,267,13,2,NULL,38
3118,267,15,9,NULL,54
3119,267,14,3,NULL,57
3120,267,17,6,NULL,54
3121,267,5,7,NULL,56
3122,267,16,10,NULL,140
3123,267,15,3,NULL,33
3124,267,9,7,NULL,133
3125,267,16,5,NULL,65
3126,267,8,2,NULL,36
3127,267,19,9,NULL,90
3128,267,1,5,NULL,90
3129,267,19,7,NULL,63
3130,267,6,1,NULL,15
3131,267,11,6,NULL,36
3132,267,10,3,NULL,39
3133,267,19,6,NULL,114
3134,267,12,10,NULL,110
3135,267,5,4,NULL,72
3136,267,4,7,NULL,112
3137,267,2,8,NULL,104
3138,267,18,6,NULL,66
3139,267,12,4,NULL,80
3140,267,18,7,NULL,35
3141,267,2,6,NULL,102
3142,267,13,2,NULL,24
3143,267,6,1,NULL,5
3144,267,4,9,NULL,63
3145,267,9,8,NULL,144
3146,267,6,8,NULL,112
3147,267,20,10,NULL,190
3148,267,14,4,NULL,76
3149,267,9,6,NULL,114
3150,267,13,9,NULL,135
3151,267,8,5,NULL,65
3152,267,9,9,NULL,180
3153,267,12,10,NULL,110
3154,267,5,9,NULL,90
3155,267,3,8,NULL,72
3156,267,8,9,NULL,108
3157,267,10,3,NULL,21
3158,267,20,9,NULL,54
3159,267,4,7,NULL,42
3160,267,6,4,NULL,64
3161,267,6,6,NULL,60
3162,267,3,9,NULL,162
3163,267,20,8,NULL,40
3164,267,19,1,NULL,16
3165,267,6,7,NULL,63
3166,267,9,6,NULL,84
3167,267,13,4,NULL,44
3168,267,17,5,NULL,50
3169,267,15,7,NULL,49
3170,267,5,4,NULL,28
3171,267,12,1,NULL,19
3172,267,20,7,NULL,126
3173,267,6,8,NULL,136
3174,267,20,10,NULL,100
3175,268,7,10,NULL,120
3176,269,1,3,NULL,57
3177,270,6,10,NULL,200
